"","pixelxocc","pixel.id","fire","pix","ID","fire.occ","group","elev","fire.yr","sens","int","pue","m.npp","map","m.bare","m.shrub","m.annual","m.perennial","m.litter","group.fire.occ","group.num","fire.num"
"91","NV4048111756319990804-855-after","NV4048111756319990804-855","NV4048111756319990804","855",855,"after","fire",1609.33178710938,1999,0.207980054379722,68.7652552823443,0.412833650720964,138.58,335.680000305176,14.2,8.1,37.5,14,15.7,"fire-after",1,1
"92","NV4048111756319990804-855-before","NV4048111756319990804-855","NV4048111756319990804","855",855,"before","fire",1609.33178710938,1999,0.268438572189603,52.4646887511796,0.394357183098912,164.311111111111,416.655555301242,10.7777777777778,8.22222222222222,43.1111111111111,18.7777777777778,16,"fire-before",1,0
"93","NV4048211779820010812-14-after","NV4048211779820010812-14","NV4048211779820010812","14",14,"after","fire",2233.66821289062,2001,0.192394661105617,54.4438708631314,0.397796723208743,105.44,265.060001373291,9.7,25.5,11.9,29.7,11.8,"fire-after",1,1
"94","NV4048211779820010812-14-before","NV4048211779820010812-14","NV4048211779820010812","14",14,"before","fire",2233.66821289062,2001,0.0857808818177599,78.8026220322061,0.32626902717835,106.911111111111,327.677781846788,11.1111111111111,27.7777777777778,8.77777777777778,29.6666666666667,12.5555555555556,"fire-before",1,0
"95","NV4048211779820010812-175-after","NV4048211779820010812-175","NV4048211779820010812","175",175,"after","fire",2230.11059570312,2001,0.106996836450128,62.388101325518,0.284523230309878,99.99,351.430004119873,9.7,22.2,17.2,24.6,11.9,"fire-after",1,1
"96","NV4048211779820010812-175-before","NV4048211779820010812-175","NV4048211779820010812","175",175,"before","fire",2230.11059570312,2001,0.0515327066693429,89.2167202306502,0.260672522105668,111.2,426.588882870144,12.1111111111111,26.3333333333333,10.2222222222222,26.6666666666667,11.5555555555556,"fire-before",1,0
"97","NV4048211779820010812-177-after","NV4048211779820010812-177","NV4048211779820010812","177",177,"after","fire",1706.80126953125,2001,0.146280512394002,18.3468871839602,0.215498376609289,57.12,265.060001373291,17.1,12.9,22.2,8,12.6,"fire-after",1,1
"98","NV4048211779820010812-177-before","NV4048211779820010812-177","NV4048211779820010812","177",177,"before","fire",1706.80126953125,2001,0.0756952590580847,31.318567637751,0.171272589511312,56.1222222222222,327.677781846788,18.7777777777778,16.1111111111111,16.7777777777778,8.55555555555556,13,"fire-before",1,0
"99","NV4048211779820010812-214-after","NV4048211779820010812-214","NV4048211779820010812","214",214,"after","fire",1708.93920898438,2001,0.204994599592864,73.575511542411,0.508073823271223,123.34,242.759997367859,10.8,16.1,24.1,20.7,11.4,"fire-after",1,1
"100","NV4048211779820010812-214-before","NV4048211779820010812-214","NV4048211779820010812","214",214,"before","fire",1708.93920898438,2001,0.102165306419565,87.493717539038,0.393800232069111,118.144444444444,300.011109246148,13.4444444444444,20.1111111111111,13.7777777777778,21.2222222222222,12.7777777777778,"fire-before",1,0
"101","NV4048211779820010812-297-after","NV4048211779820010812-297","NV4048211779820010812","297",297,"after","fire",1578.30114746094,2001,0.186567902795971,12.6074633815229,0.228448988378809,68.77,301.030004501343,18.9,11.7,30.6,10.1,16.2,"fire-after",1,1
"102","NV4048211779820010812-297-before","NV4048211779820010812-297","NV4048211779820010812","297",297,"before","fire",1578.30114746094,2001,0.0649681330495911,46.4675798698193,0.192233955903128,70.1888888888889,365.122220781114,18.5555555555556,19.2222222222222,14.2222222222222,8.33333333333333,15.1111111111111,"fire-before",1,0
"103","NV4048211779820010812-319-after","NV4048211779820010812-319","NV4048211779820010812","319",319,"after","fire",1747.3037109375,2001,0.208936647621182,31.8892518945987,0.329246206699801,87.27,265.060001373291,12.3,14,26.5,15.6,11.8,"fire-after",1,1
"104","NV4048211779820010812-319-before","NV4048211779820010812-319","NV4048211779820010812","319",319,"before","fire",1747.3037109375,2001,0.0768574263340255,63.6377512426358,0.271065745506519,88.8222222222222,327.677781846788,16.4444444444444,20.6666666666667,13.3333333333333,14.5555555555556,11.5555555555556,"fire-before",1,0
"105","NV4048211779820010812-417-after","NV4048211779820010812-417","NV4048211779820010812","417",417,"after","fire",2224.78735351562,2001,0.157008776341654,51.4932535272625,0.351278953888145,93.11,265.060001373291,11.1,24.3,9.5,18.9,11.1,"fire-after",1,1
"106","NV4048211779820010812-417-before","NV4048211779820010812-417","NV4048211779820010812","417",417,"before","fire",2224.78735351562,2001,0.0502234377302513,96.8762286611643,0.34586822669083,113.333333333333,327.677781846788,12,25.6666666666667,6.88888888888889,20.5555555555556,11.8888888888889,"fire-before",1,0
"107","NV4048211779820010812-421-after","NV4048211779820010812-421","NV4048211779820010812","421",421,"after","fire",1561.30578613281,2001,0.213124754331604,15.4130542442097,0.264325810750353,79.57,301.030004501343,24.2,9.8,32.4,11.5,19.1,"fire-after",1,1
"108","NV4048211779820010812-421-before","NV4048211779820010812-421","NV4048211779820010812","421",421,"before","fire",1561.30578613281,2001,0.112144717997362,47.6756937381537,0.242719333905865,88.6222222222222,365.122220781114,18.6666666666667,17.8888888888889,18.5555555555556,13.7777777777778,17.2222222222222,"fire-before",1,0
"109","NV4048211779820010812-456-after","NV4048211779820010812-456","NV4048211779820010812","456",456,"after","fire",1750.63562011719,2001,0.162356226012176,39.4559045527337,0.293425900007273,88.33,301.030004501343,9.6,9.7,41.5,13.9,14.4,"fire-after",1,1
"110","NV4048211779820010812-456-before","NV4048211779820010812-456","NV4048211779820010812","456",456,"before","fire",1750.63562011719,2001,0.142427572512192,53.9743062016631,0.290252884502776,105.977777777778,365.122220781114,9.22222222222222,12,33.7777777777778,20.5555555555556,11.4444444444444,"fire-before",1,0
"111","NV4048211779820010812-48-after","NV4048211779820010812-48","NV4048211779820010812","48",48,"after","fire",2009.16979980469,2001,0.11141405378404,78.045758619663,0.333494575380715,117.2,351.430004119873,13.2,17,13.4,24.8,17.2,"fire-after",1,1
"112","NV4048211779820010812-48-before","NV4048211779820010812-48","NV4048211779820010812","48",48,"before","fire",2009.16979980469,2001,0.0552524196155241,147.374376484786,0.400724095982784,170.944444444444,426.588882870144,13.3333333333333,20.2222222222222,6.33333333333333,20.4444444444444,14.3333333333333,"fire-before",1,0
"113","NV4048211779820010812-629-after","NV4048211779820010812-629","NV4048211779820010812","629",629,"after","fire",1860.31274414062,2001,0.17179630647584,24.6036707695875,0.264619330101112,70.14,265.060001373291,10.6,12.6,26.7,14.2,12.2,"fire-after",1,1
"114","NV4048211779820010812-629-before","NV4048211779820010812-629","NV4048211779820010812","629",629,"before","fire",1860.31274414062,2001,0.0997979859086964,24.1317506779946,0.173442743090549,56.8333333333333,327.677781846788,15.4444444444444,21.5555555555556,18.4444444444444,9.55555555555556,10.1111111111111,"fire-before",1,0
"115","NV4048211779820010812-710-after","NV4048211779820010812-710","NV4048211779820010812","710",710,"after","fire",1949.25842285156,2001,0.245297469519705,50.3814523922422,0.435373120810782,115.4,265.060001373291,8.8,19.3,21.2,28,10.8,"fire-after",1,1
"116","NV4048211779820010812-710-before","NV4048211779820010812-710","NV4048211779820010812","710",710,"before","fire",1949.25842285156,2001,0.089090703415229,94.7291781439499,0.37818316983165,123.922222222222,327.677781846788,10.1111111111111,26.3333333333333,10.4444444444444,28.2222222222222,11.6666666666667,"fire-before",1,0
"117","NV4048211779820010812-719-after","NV4048211779820010812-719","NV4048211779820010812","719",719,"after","fire",2056.83959960938,2001,0.113468290539925,54.0026399880067,0.292861172247721,88.16,301.030004501343,13.9,17.8,17.3,13.4,15.5,"fire-after",1,1
"118","NV4048211779820010812-719-before","NV4048211779820010812-719","NV4048211779820010812","719",719,"before","fire",2056.83959960938,2001,0.059121737583832,87.7577843213974,0.299473541244686,109.344444444444,365.122220781114,13.6666666666667,18,11.2222222222222,15.4444444444444,13.5555555555556,"fire-before",1,0
"119","NV4048211779820010812-820-after","NV4048211779820010812-820","NV4048211779820010812","820",820,"after","fire",1900.7197265625,2001,0.276609849907462,35.3866388761026,0.425112258240869,101.3,238.289999961853,10.2,18.3,22.5,30.6,12.7,"fire-after",1,1
"120","NV4048211779820010812-820-before","NV4048211779820010812-820","NV4048211779820010812","820",820,"before","fire",1900.7197265625,2001,0.152710131437074,63.688223841938,0.369640081592335,108.522222222222,293.588892618815,11.3333333333333,22.3333333333333,15.8888888888889,34,12.4444444444444,"fire-before",1,0
"121","NV4048211779820010812-858-after","NV4048211779820010812-858","NV4048211779820010812","858",858,"after","fire",1788.86547851562,2001,0.194365203298597,33.480241976119,0.30558415647763,91.99,301.030004501343,13.9,16.5,24.6,19.5,15.4,"fire-after",1,1
"122","NV4048211779820010812-858-before","NV4048211779820010812-858","NV4048211779820010812","858",858,"before","fire",1788.86547851562,2001,0.0834295305395292,72.9602467529035,0.283253706117827,103.422222222222,365.122220781114,13.6666666666667,19.4444444444444,16.3333333333333,20.8888888888889,14.6666666666667,"fire-before",1,0
"123","NV4048211779820010812-86-after","NV4048211779820010812-86","NV4048211779820010812","86",86,"after","fire",1823.22192382812,2001,0.324765520444691,25.9816241456234,0.433799152362869,103.37,238.289999961853,15.2,17,21.9,17.7,13.1,"fire-after",1,1
"124","NV4048211779820010812-86-before","NV4048211779820010812-86","NV4048211779820010812","86",86,"before","fire",1823.22192382812,2001,0.113517189531418,81.0726140322707,0.389660518078702,114.4,293.588892618815,13.8888888888889,20.8888888888889,14.2222222222222,23.1111111111111,12.8888888888889,"fire-before",1,0
"125","NV4048211779820010812-861-after","NV4048211779820010812-861","NV4048211779820010812","861",861,"after","fire",1797.2705078125,2001,0.135848005959258,23.8594021387067,0.217449300462477,63.58,292.389995574951,17.9,11.7,28.3,13.1,18.6,"fire-after",1,1
"126","NV4048211779820010812-861-before","NV4048211779820010812-861","NV4048211779820010812","861",861,"before","fire",1797.2705078125,2001,0.0911477608315827,44.1155505484914,0.21582665986917,76.3666666666667,353.833334181044,17.1111111111111,18.5555555555556,18.5555555555556,13.5555555555556,19.2222222222222,"fire-before",1,0
"127","NV4048211779820010812-863-after","NV4048211779820010812-863","NV4048211779820010812","863",863,"after","fire",1952.05090332031,2001,0.164750489075597,69.9317349454119,0.363742419547072,127.83,351.430004119873,7.6,10.9,33.9,25,12.7,"fire-after",1,1
"128","NV4048211779820010812-863-before","NV4048211779820010812-863","NV4048211779820010812","863",863,"before","fire",1952.05090332031,2001,0.0845347674212845,101.060630224289,0.321438808483818,137.122222222222,426.588882870144,10.7777777777778,21.8888888888889,13,24,15.3333333333333,"fire-before",1,0
"129","NV4048211779820010812-878-after","NV4048211779820010812-878","NV4048211779820010812","878",878,"after","fire",1710.80920410156,2001,0.218486207034553,15.6390961129071,0.270438158265506,81.41,301.030004501343,20.6,13.1,28.5,14.1,14.7,"fire-after",1,1
"130","NV4048211779820010812-878-before","NV4048211779820010812-878","NV4048211779820010812","878",878,"before","fire",1710.80920410156,2001,0.0713374858223146,64.130876529393,0.246979703357573,90.1777777777778,365.122220781114,17.8888888888889,21.3333333333333,14.8888888888889,16.2222222222222,15.3333333333333,"fire-before",1,0
"131","NV4048211779820010812-905-after","NV4048211779820010812-905","NV4048211779820010812","905",905,"after","fire",1801.23352050781,2001,0.164106714300629,37.8289550553812,0.289771779210171,87.23,301.030004501343,19.1,13,22.7,18.5,15.9,"fire-after",1,1
"132","NV4048211779820010812-905-before","NV4048211779820010812-905","NV4048211779820010812","905",905,"before","fire",1801.23352050781,2001,0.0815891170806846,80.0877781577078,0.300934239342414,109.877777777778,365.122220781114,16.6666666666667,16.6666666666667,16.4444444444444,27.7777777777778,12.8888888888889,"fire-before",1,0
"133","NV4048211779820010812-955-after","NV4048211779820010812-955","NV4048211779820010812","955",955,"after","fire",1573.28173828125,2001,0.160949652763377,-0.22131518249146,0.160114690183792,42.44,265.060001373291,14.2,16.1,19.9,5,11,"fire-after",1,1
"134","NV4048211779820010812-955-before","NV4048211779820010812-955","NV4048211779820010812","955",955,"before","fire",1573.28173828125,2001,0.0775005699814835,24.1825629143835,0.1513003948524,49.5777777777778,327.677781846788,15.2222222222222,18.7777777777778,18.1111111111111,6.55555555555556,11,"fire-before",1,0
"135","NV4050111851919990804-100-after","NV4050111851919990804-100","NV4050111851919990804","100",100,"after","fire",1287.77001953125,1999,0.155581659967411,-13.7744355973975,0.0818979349323943,15.31,186.940000534058,38.6,11.8,18.7,4.5,15.9,"fire-after",1,1
"136","NV4050111851919990804-100-before","NV4050111851919990804-100","NV4050111851919990804","100",100,"before","fire",1287.77001953125,1999,0.11673537704214,-3.35227862652953,0.103260384715799,25.6888888888889,248.777776294284,37.1111111111111,14.7777777777778,17.1111111111111,4.55555555555556,15.6666666666667,"fire-before",1,0
"137","NV4050111851919990804-107-after","NV4050111851919990804-107","NV4050111851919990804","107",107,"after","fire",1757.08435058594,1999,0.255741521692169,13.8983758243281,0.316696637119159,72.21,228.009999275207,11.4,10.8,39.3,11,12.6,"fire-after",1,1
"138","NV4050111851919990804-107-before","NV4050111851919990804-107","NV4050111851919990804","107",107,"before","fire",1757.08435058594,1999,0.178092996409668,21.6070803998776,0.249495134587205,75.5,302.611111534966,13.2222222222222,16.3333333333333,15.7777777777778,10.3333333333333,12.2222222222222,"fire-before",1,0
"139","NV4050111851919990804-109-after","NV4050111851919990804-109","NV4050111851919990804","109",109,"after","fire",1509.89416503906,1999,0.232792734840186,-1.88418255115393,0.224073300654464,48.42,216.090002059936,14.5,13.6,28.5,6.2,12.5,"fire-after",1,1
"140","NV4050111851919990804-109-before","NV4050111851919990804-109","NV4050111851919990804","109",109,"before","fire",1509.89416503906,1999,0.138248229628935,15.1214232389072,0.191957061253531,54.0444444444444,281.544445885552,15.7777777777778,17.2222222222222,16,5.33333333333333,12,"fire-before",1,0
"141","NV4050111851919990804-113-after","NV4050111851919990804-113","NV4050111851919990804","113",113,"after","fire",1467.43359375,1999,0.345227733449508,-13.0617917477507,0.281860965284792,58.1,206.129997253418,28.1,8.2,30.5,6.5,17.8,"fire-after",1,1
"142","NV4050111851919990804-113-before","NV4050111851919990804-113","NV4050111851919990804","113",113,"before","fire",1467.43359375,1999,0.183424248001556,17.1225705876192,0.2475350502489,66.1111111111111,267.077777650621,31.5555555555556,12.6666666666667,17.7777777777778,7.44444444444444,16.1111111111111,"fire-before",1,0
"143","NV4050111851919990804-114-after","NV4050111851919990804-114","NV4050111851919990804","114",114,"after","fire",1501.81140136719,1999,0.324432214974396,-15.443789101166,0.256699268391973,58.53,228.009999275207,18.3,11.5,32.8,8.6,16.3,"fire-after",1,1
"144","NV4050111851919990804-114-before","NV4050111851919990804-114","NV4050111851919990804","114",114,"before","fire",1501.81140136719,1999,0.146184816411291,21.0517391051331,0.215751789673939,65.2888888888889,302.611111534966,24,17.3333333333333,12.3333333333333,6.66666666666667,12.8888888888889,"fire-before",1,0
"145","NV4050111851919990804-122-after","NV4050111851919990804-122","NV4050111851919990804","122",122,"after","fire",1383.80090332031,1999,0.267282152397112,-17.0116342219325,0.18072656969011,35.52,196.539999961853,29.5,9,20.2,4.5,17,"fire-after",1,1
"146","NV4050111851919990804-122-before","NV4050111851919990804-122","NV4050111851919990804","122",122,"before","fire",1383.80090332031,1999,0.210419485655386,-1.96166714291584,0.202720970691999,51.6555555555556,254.811109966702,33.8888888888889,11,15.8888888888889,5.33333333333333,15.8888888888889,"fire-before",1,0
"147","NV4050111851919990804-123-after","NV4050111851919990804-123","NV4050111851919990804","123",123,"after","fire",1284.22729492188,1999,0.1241680275845,-6.91476842483165,0.0855531367023421,15.32,179.069997787476,40,15,12.3,2.6,13.6,"fire-after",1,1
"148","NV4050111851919990804-123-before","NV4050111851919990804-123","NV4050111851919990804","123",123,"before","fire",1284.22729492188,1999,0.128510301992533,-5.53784995613272,0.104957232815246,24.6777777777778,235.122221840753,39.8888888888889,17.5555555555556,9.44444444444444,4,12.5555555555556,"fire-before",1,0
"149","NV4050111851919990804-144-after","NV4050111851919990804-144","NV4050111851919990804","144",144,"after","fire",1577.30456542969,1999,0.162422155445775,-8.58730035987129,0.119843315963044,24.17,201.680000305176,23.5,18.3,12.6,4.1,12,"fire-after",1,1
"150","NV4050111851919990804-144-before","NV4050111851919990804-144","NV4050111851919990804","144",144,"before","fire",1577.30456542969,1999,0.0791012616852929,6.75912924481639,0.104551919724004,27.7666666666667,265.577779346042,20.4444444444444,19.4444444444444,7.55555555555556,4.66666666666667,12.6666666666667,"fire-before",1,0
"151","NV4050111851919990804-146-after","NV4050111851919990804-146","NV4050111851919990804","146",146,"after","fire",1545.09912109375,1999,0.247085286135085,4.00252202728094,0.267285760941483,52.96,198.1399974823,14.2,11.1,29.3,10.1,14.1,"fire-after",1,1
"152","NV4050111851919990804-146-before","NV4050111851919990804-146","NV4050111851919990804","146",146,"before","fire",1545.09912109375,1999,0.116729655249906,27.3765233319674,0.224041810543867,57.1555555555556,255.111112594605,14.5555555555556,14.5555555555556,17.6666666666667,14.4444444444444,16.5555555555556,"fire-before",1,0
"153","NV4050111851919990804-153-after","NV4050111851919990804-153","NV4050111851919990804","153",153,"after","fire",1377.41003417969,1999,0.226232014678823,-17.8564765179703,0.143597573715573,31.03,216.090002059936,31,12.8,19.2,3.2,15.7,"fire-after",1,1
"154","NV4050111851919990804-153-before","NV4050111851919990804-153","NV4050111851919990804","153",153,"before","fire",1377.41003417969,1999,0.139717358784149,3.474464751635,0.152058091490513,42.8111111111111,281.544445885552,37.2222222222222,14.8888888888889,11.2222222222222,3.66666666666667,14.2222222222222,"fire-before",1,0
"155","NV4050111851919990804-154-after","NV4050111851919990804-154","NV4050111851919990804","154",154,"after","fire",1672.3544921875,1999,0.326087937781986,7.71173412822267,0.360121805662429,81.6,226.590000152588,21.5,13,26.9,12.3,13.8,"fire-after",1,1
"156","NV4050111851919990804-154-before","NV4050111851919990804-154","NV4050111851919990804","154",154,"before","fire",1672.3544921875,1999,0.131580101610252,40.14556404944,0.267029051511462,79.1444444444444,296.388891008165,21.8888888888889,19.1111111111111,12.6666666666667,13,15.7777777777778,"fire-before",1,0
